Action,Target,Timestamp,x_Coordinates,y_Coordinates,browser,browserVersion,microtime,scrnwidth,scrnheight,ipAddress,inputValue,url,starttime,endtime,ctrl,alt,shift,meta,X,Y,scrnheigthipAddress
mousemove,Page,2024-01-20T11:43:15.039Z,,,Chrome,120.0.0.0,31402.09999990464,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:17.208Z,,False,False,False,False,300.0,59.0,
mousemove,Page,2024-01-20T11:43:14.888Z,,,Chrome,120.0.0.0,31251.0,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:17.208Z,,False,False,False,False,299.0,60.0,
mousemove,Page,2024-01-20T11:43:14.697Z,,,Chrome,120.0.0.0,31059.39999961853,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:17.208Z,,False,False,False,False,299.0,62.0,
mousemove,Page,2024-01-20T11:43:14.411Z,,,Chrome,120.0.0.0,30773.59999990464,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:16.723Z,,False,False,False,False,292.0,71.0,
mousemove,Page,2024-01-20T11:43:14.322Z,,,Chrome,120.0.0.0,30684.699999809265,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:16.723Z,,False,False,False,False,291.0,72.0,
mousemove,Page,2024-01-20T11:43:14.208Z,,,Chrome,120.0.0.0,30570.699999809265,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:16.175Z,,False,False,False,False,290.0,73.0,
mousemove,Page,2024-01-20T11:43:14.024Z,,,Chrome,120.0.0.0,30387.0,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:16.175Z,,False,False,False,False,288.0,74.0,
mousemove,Page,2024-01-20T11:43:13.961Z,,,Chrome,120.0.0.0,30324.09999990464,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:15.039Z,,False,False,False,False,287.0,74.0,
mousemove,Page,2024-01-20T11:43:13.853Z,,,Chrome,120.0.0.0,30215.5,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:15.039Z,,False,False,False,False,286.0,75.0,
mousemove,Page,2024-01-20T11:43:13.790Z,,,Chrome,120.0.0.0,30152.799999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:15.039Z,,False,False,False,False,285.0,75.0,
mousemove,Page,2024-01-20T11:43:13.489Z,,,Chrome,120.0.0.0,29851.799999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:15.039Z,,False,False,False,False,282.0,78.0,
mousemove,options,2024-01-20T11:43:13.268Z,,,Chrome,120.0.0.0,29631.299999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:14.697Z,,False,False,False,False,282.0,81.0,
mousemove,options,2024-01-20T11:43:12.986Z,,,Chrome,120.0.0.0,29349.09999990464,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:14.411Z,,False,False,False,False,283.0,84.0,
mousemove,search_btn,2024-01-20T11:43:12.639Z,,,Chrome,120.0.0.0,29002.299999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:14.024Z,,False,False,False,False,233.0,90.0,
mousemove,search_btn,2024-01-20T11:43:12.561Z,,,Chrome,120.0.0.0,28924.299999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:13.853Z,,False,False,False,False,232.0,90.0,
mousemove,search_btn,2024-01-20T11:43:12.385Z,,,Chrome,120.0.0.0,28747.89999961853,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:13.489Z,,False,False,False,False,232.0,90.0,
mousemove,search_btn,2024-01-20T11:43:12.257Z,,,Chrome,120.0.0.0,28620.199999809265,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:13.269Z,,False,False,False,False,230.0,90.0,
mousemove,search_btn,2024-01-20T11:43:12.164Z,,,Chrome,120.0.0.0,28526.5,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:43:12.986Z,,False,False,False,False,229.0,90.0,
click,search_btn,2024-01-20T11:42:51.622Z,,,Chrome,120.0.0.0,7984.5,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:42:51.622Z,,False,False,False,False,228.0,90.0,
mousemove,search_btn,2024-01-20T11:42:48.073Z,,,Chrome,120.0.0.0,4435.5,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:42:48.073Z,,False,False,False,False,228.0,90.0,
mousemove,search_btn,2024-01-20T11:42:47.981Z,,,Chrome,120.0.0.0,4343.5,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:42:48.073Z,,False,False,False,False,229.0,90.0,
mousemove,search_btn,2024-01-20T11:42:47.886Z,,,Chrome,120.0.0.0,4249.199999809265,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:42:48.073Z,,False,False,False,False,229.0,90.0,
mousemove,search_btn,2024-01-20T11:42:47.825Z,,,Chrome,120.0.0.0,4187.599999904633,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:42:48.073Z,,False,False,False,False,231.0,91.0,
session_end,Page,2024-01-20T11:42:43.637Z,,,Chrome,120.0.0.0,4606.099999904633,1536,864.0,,,,2024-01-20T11:42:43.162Z,2024-01-20T17:12:43.637Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:42:42.620Z,,,Chrome,120.0.0.0,3589.3999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:42:43.162Z,,False,False,False,False,0.0,380.1600036621094,
scroll,Page,2024-01-20T11:42:41.612Z,,,Chrome,120.0.0.0,2581.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:42:41.612Z,,False,False,False,False,0.0,98.55999755859376,
mousemove,Page,2024-01-20T11:42:41.227Z,,,Chrome,120.0.0.0,2195.8999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:42:41.612Z,,False,False,False,False,451.0,422.0,
mousemove,Page,2024-01-20T11:42:40.752Z,,,Chrome,120.0.0.0,1721.1999998092651,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:42:41.227Z,,False,False,False,False,531.0,128.0,
mousemove,Page,2024-01-20T11:42:40.514Z,,,Chrome,120.0.0.0,1483.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:42:41.227Z,,False,False,False,False,457.0,130.0,
mousemove,Page,2024-01-20T11:41:01.675Z,,,Chrome,120.0.0.0,181143.8000001908,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:41:02.665Z,,False,False,False,False,619.0,75.0,
session_end,Page,2024-01-20T11:41:02.615Z,,,Chrome,120.0.0.0,182083.09999990463,1536,864.0,,,,2024-01-20T11:41:02.174Z,2024-01-20T17:11:02.615Z,False,False,False,False,,,
mousemove,Page,2024-01-20T11:41:00.850Z,,,Chrome,120.0.0.0,180318.8000001908,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:41:02.174Z,,False,False,False,False,620.0,396.0,
scroll,Page,2024-01-20T11:41:00.687Z,,,Chrome,120.0.0.0,180155.2000002861,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:41:00.850Z,,False,False,False,False,0.0,552.9600219726562,
scroll,Page,2024-01-20T11:40:59.478Z,,,Chrome,120.0.0.0,178946.09999990463,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:41:00.850Z,,False,False,False,False,0.0,2049.280029296875,
scroll,Page,2024-01-20T11:40:59.416Z,,,Chrome,120.0.0.0,178884.3000001907,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:59.478Z,,False,False,False,False,0.0,2049.919921875,
mousemove,Page,2024-01-20T11:40:57.859Z,,,Chrome,120.0.0.0,177327.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:59.478Z,,False,False,False,False,584.0,204.0,
scroll,Page,2024-01-20T11:40:56.754Z,,,Chrome,120.0.0.0,176222.7000002861,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:56.754Z,,False,False,False,False,0.0,2655.360107421875,
scroll,Page,2024-01-20T11:40:56.671Z,,,Chrome,120.0.0.0,176139.09999990463,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:56.754Z,,False,False,False,False,0.0,2656.639892578125,
scroll,Page,2024-01-20T11:40:55.817Z,,,Chrome,120.0.0.0,175285.2000002861,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:55.817Z,,False,False,False,False,0.0,2878.080078125,
scroll,Page,2024-01-20T11:40:54.997Z,,,Chrome,120.0.0.0,174465.59999990463,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:55.817Z,,False,False,False,False,0.0,3179.52001953125,
scroll,Page,2024-01-20T11:40:54.764Z,,,Chrome,120.0.0.0,174232.3000001907,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:54.997Z,,False,False,False,False,0.0,3204.47998046875,
mousemove,Page,2024-01-20T11:40:53.185Z,,,Chrome,120.0.0.0,172654.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:53.185Z,,False,False,False,False,682.0,275.0,
scroll,Page,2024-01-20T11:40:51.540Z,,,Chrome,120.0.0.0,171008.3000001907,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:51.540Z,,False,False,False,False,0.0,2584.9599609375,
scroll,Page,2024-01-20T11:40:51.429Z,,,Chrome,120.0.0.0,170897.7000002861,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:51.540Z,,False,False,False,False,0.0,2586.239990234375,
scroll,Page,2024-01-20T11:40:50.055Z,,,Chrome,120.0.0.0,169523.2000002861,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:50.055Z,,False,False,False,False,0.0,2990.080078125,
scroll,Page,2024-01-20T11:40:49.986Z,,,Chrome,120.0.0.0,169454.3000001907,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:50.055Z,,False,False,False,False,0.0,2990.719970703125,
scroll,Page,2024-01-20T11:40:46.409Z,,,Chrome,120.0.0.0,165877.90000009537,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:46.409Z,,False,False,False,False,0.0,337.9200134277344,
mousemove,Page,2024-01-20T11:40:45.638Z,,,Chrome,120.0.0.0,165107.09999990463,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:40:46.409Z,,False,False,False,False,540.0,409.0,
mousemove,Page,2024-01-20T11:38:13.673Z,,,Chrome,120.0.0.0,13163.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:38:13.673Z,,False,False,False,False,412.0,138.0,
mousemove,Page,2024-01-20T11:38:06.412Z,,,Chrome,120.0.0.0,5902.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:38:06.412Z,,False,False,False,False,334.0,564.0,
mousemove,Page,2024-01-20T11:38:03.931Z,,,Chrome,120.0.0.0,3421.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:38:03.931Z,,False,False,False,False,704.0,581.0,
mousemove,Page,2024-01-20T11:38:03.314Z,,,Chrome,120.0.0.0,2803.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:38:03.931Z,,False,False,False,False,896.0,558.0,
zoom,Page,2024-01-20T11:38:03.170Z,,,Chrome,120.0.0.0,2659.800000190735,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:38:03.314Z,,False,False,False,False,556.0,368.0,
mousemove,Page,2024-01-20T11:38:01.258Z,,,Chrome,120.0.0.0,747.3000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:38:01.258Z,,False,False,False,False,556.0,368.0,
mousemove,Page,2024-01-20T11:37:40.377Z,,,Chrome,120.0.0.0,2683.699999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:40.955Z,,False,False,False,False,655.0,122.0,
mousemove,Page,2024-01-20T11:37:40.325Z,,,Chrome,120.0.0.0,2631.8999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:40.955Z,,False,False,False,False,656.0,121.0,
zoom,Page,2024-01-20T11:37:39.524Z,,,Chrome,120.0.0.0,1830.699999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:40.955Z,,False,False,False,False,512.0,280.0,
mousemove,Page,2024-01-20T11:37:38.346Z,,,Chrome,120.0.0.0,653.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:40.955Z,,False,False,False,False,512.0,280.0,
session_end,Page,2024-01-20T11:37:40.895Z,,,Chrome,120.0.0.0,3201.8999996185303,1536,864.0,,,,2024-01-20T11:37:40.502Z,2024-01-20T17:07:40.895Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:37:37.815Z,,,Chrome,120.0.0.0,122.09999990463255,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:38.346Z,,False,False,False,False,0.0,1660.1600341796875,
session_end,Page,2024-01-20T11:37:35.399Z,,,Chrome,120.0.0.0,5638.900000095367,1536,864.0,,,,2024-01-20T11:37:34.994Z,2024-01-20T17:07:35.399Z,False,False,False,False,,,
zoom,flex-container,2024-01-20T11:37:31.711Z,,,Chrome,120.0.0.0,1950.900000095368,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:31.711Z,,False,False,False,False,668.0,462.0,
session_end,Page,2024-01-20T11:37:10.265Z,,,Chrome,120.0.0.0,1764.7999997138977,1536,864.0,,,,2024-01-20T11:37:08.739Z,2024-01-20T17:07:10.265Z,False,False,False,False,,,
mousemove,flex-container,2024-01-20T11:37:31.293Z,,,Chrome,120.0.0.0,1533.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:31.711Z,,False,False,False,False,668.0,462.0,
session_end,Page,2024-01-20T11:37:10.265Z,,,Chrome,120.0.0.0,1764.7999997138977,1536,864.0,,,,2024-01-20T11:37:08.739Z,2024-01-20T17:07:10.265Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:37:08.739Z,,,Chrome,120.0.0.0,238.6999998092652,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:37:08.739Z,,False,False,False,False,0.0,1683.199951171875,
click,Page,2024-01-20T11:11:44.018Z,,,Chrome,120.0.0.0,4167.89999961853,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:11:44.018Z,,False,False,False,False,650.0,135.0,
session_end,Page,2024-01-20T11:11:43.959Z,,,Chrome,120.0.0.0,4108.699999809265,1536,864.0,,,,2024-01-20T11:11:43.548Z,2024-01-20T16:41:43.959Z,False,False,False,False,,,
mousemove,Page,2024-01-20T11:11:43.548Z,,,Chrome,120.0.0.0,3698.2999997138977,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:11:43.548Z,,False,False,False,False,650.0,135.0,
mousemove,Page,2024-01-20T11:11:42.987Z,,,Chrome,120.0.0.0,3136.8999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:11:42.987Z,,False,False,False,False,552.0,180.0,
mousemove,Page,2024-01-20T11:11:42.214Z,,,Chrome,120.0.0.0,2363.7999997138977,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:11:42.987Z,,False,False,False,False,913.0,332.0,
mousemove,Page,2024-01-20T11:05:34.877Z,,,Chrome,120.0.0.0,52334.2000002861,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:34.877Z,,False,False,False,False,162.0,0.0,
click,Page,2024-01-20T11:05:12.207Z,,,Chrome,120.0.0.0,3130.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:12.207Z,,False,False,False,False,648.0,131.0,
session_end,Page,2024-01-20T11:05:12.147Z,,,Chrome,120.0.0.0,3070.0,1536,864.0,,,,2024-01-20T11:05:11.721Z,2024-01-20T16:35:12.147Z,False,False,False,False,,,
mousemove,Page,2024-01-20T11:05:11.721Z,,,Chrome,120.0.0.0,2644.199999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:11.721Z,,False,False,False,False,648.0,131.0,
mousemove,Page,2024-01-20T11:05:11.472Z,,,Chrome,120.0.0.0,2394.699999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:11.721Z,,False,False,False,False,647.0,133.0,
mousemove,Page,2024-01-20T11:05:11.010Z,,,Chrome,120.0.0.0,1933.5999999046328,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:11.010Z,,False,False,False,False,529.0,199.0,
scroll,Page,2024-01-20T11:05:10.537Z,,,Chrome,120.0.0.0,1460.3000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:11.010Z,,False,False,False,False,14.720000267028809,0.0,
mousemove,flex-item,2024-01-20T11:05:09.463Z,,,Chrome,120.0.0.0,386.19999980926514,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:09.463Z,,False,False,False,False,495.0,228.0,
scroll,Page,2024-01-20T11:05:09.166Z,,,Chrome,120.0.0.0,89.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:09.463Z,,False,False,False,False,14.720000267028809,1639.6800537109375,
session_end,Page,2024-01-20T11:05:07.536Z,,,Chrome,120.0.0.0,4329.10000038147,1536,864.0,,,,2024-01-20T11:05:07.064Z,2024-01-20T16:35:07.536Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:05:05.611Z,,,Chrome,120.0.0.0,2403.4000000953674,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:07.064Z,,False,False,False,False,14.720000267028809,1880.9599609375,
scroll,Page,2024-01-20T11:05:05.415Z,,,Chrome,120.0.0.0,2208.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:05.611Z,,False,False,False,False,14.720000267028809,1848.3199462890625,
zoom,Page,2024-01-20T11:05:04.805Z,,,Chrome,120.0.0.0,1598.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:05.611Z,,False,False,False,False,670.0,337.0,
zoom,Page,2024-01-20T11:05:04.409Z,,,Chrome,120.0.0.0,1202.3000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:04.805Z,,False,False,False,False,670.0,337.0,
mousemove,Page,2024-01-20T11:05:03.562Z,,,Chrome,120.0.0.0,354.90000009536743,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:03.562Z,,False,False,False,False,687.0,236.0,
scroll,Page,2024-01-20T11:05:03.296Z,,,Chrome,120.0.0.0,88.7000002861023,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:05:03.562Z,,False,False,False,False,14.720000267028809,1041.9200439453125,
session_end,Page,2024-01-20T11:05:00.094Z,,,Chrome,120.0.0.0,1590.1999998092651,1536,864.0,,,,2024-01-20T11:04:59.770Z,2024-01-20T16:35:00.094Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:04:59.616Z,,,Chrome,120.0.0.0,1112.0999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:59.770Z,,False,False,False,False,0.0,941.4400024414062,
mousemove,Page,2024-01-20T11:04:58.904Z,,,Chrome,120.0.0.0,400.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:58.904Z,,False,False,False,False,699.0,167.0,
scroll,Page,2024-01-20T11:04:58.593Z,,,Chrome,120.0.0.0,89.80000019073486,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:58.593Z,,False,False,False,False,0.0,1022.719970703125,
session_end,Page,2024-01-20T11:04:57.060Z,,,Chrome,120.0.0.0,2295.7000002861023,1536,864.0,,,,2024-01-20T11:04:56.708Z,2024-01-20T16:34:57.060Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:04:54.856Z,,,Chrome,120.0.0.0,91.09999990463255,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:54.856Z,,False,False,False,False,0.0,459.5199890136719,
session_end,Page,2024-01-20T11:04:52.565Z,,,Chrome,120.0.0.0,114065.40000009535,1536,864.0,,,,2024-01-20T11:04:51.728Z,2024-01-20T16:34:52.565Z,False,False,False,False,,,
zoom,flex-container,2024-01-20T11:04:50.116Z,,,Chrome,120.0.0.0,111616.59999990465,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:51.728Z,,False,False,False,False,680.0,317.0,
scroll,Page,2024-01-20T11:04:49.854Z,,,Chrome,120.0.0.0,111354.40000009535,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:51.728Z,,False,False,False,False,0.0,459.5199890136719,
mousemove,Page,2024-01-20T11:04:48.868Z,,,Chrome,120.0.0.0,110368.40000009535,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:51.254Z,,False,False,False,False,680.0,317.0,
mousemove,Page,2024-01-20T11:04:47.358Z,,,Chrome,120.0.0.0,4815.300000190735,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:47.358Z,,False,False,False,False,175.0,1.0,
mousemove,flex-container,2024-01-20T11:04:45.021Z,,,Chrome,120.0.0.0,2477.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:47.358Z,,False,False,False,False,36.0,3.0,
click,Page,2024-01-20T11:04:44.896Z,,,Chrome,120.0.0.0,2353.1000003814697,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:47.358Z,,False,False,False,False,110.0,65.0,
mousemove,Page,2024-01-20T11:04:44.505Z,,,Chrome,120.0.0.0,1961.6000003814693,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:45.021Z,,False,False,False,False,110.0,65.0,
scroll,Page,2024-01-20T11:04:43.935Z,,,Chrome,120.0.0.0,1391.8000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:45.021Z,,False,False,False,False,0.0,1683.199951171875,
mousemove,Page,2024-01-20T11:04:43.574Z,,,Chrome,120.0.0.0,1030.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:45.021Z,,False,False,False,False,704.0,218.0,
mousemove,Page,2024-01-20T11:04:43.153Z,,,Chrome,120.0.0.0,609.8000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:45.021Z,,False,False,False,False,711.0,218.0,
mousemove,Page,2024-01-20T11:04:43.080Z,,,Chrome,120.0.0.0,537.3000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:45.021Z,,False,False,False,False,711.0,217.0,
scroll,Page,2024-01-20T11:04:42.635Z,,,Chrome,120.0.0.0,91.7000002861023,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:42.635Z,,False,False,False,False,0.0,1742.719970703125,
session_end,Page,2024-01-20T11:04:41.295Z,,,Chrome,120.0.0.0,1391.4000000953674,1536,864.0,,,,2024-01-20T11:04:40.942Z,2024-01-20T16:34:41.295Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:04:40.852Z,,,Chrome,120.0.0.0,949.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:40.942Z,,False,False,False,False,0.0,1744.0,
mousemove,Page,2024-01-20T11:04:40.303Z,,,Chrome,120.0.0.0,399.7000002861023,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:40.303Z,,False,False,False,False,465.0,220.0,
scroll,Page,2024-01-20T11:04:39.992Z,,,Chrome,120.0.0.0,89.2000002861023,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:40.303Z,,False,False,False,False,0.0,2302.080078125,
session_end,Page,2024-01-20T11:04:38.142Z,,,Chrome,120.0.0.0,53067.5,1536,864.0,,,,2024-01-20T11:04:37.715Z,2024-01-20T16:34:38.142Z,False,False,False,False,,,
zoom,Page,2024-01-20T11:04:34.123Z,,,Chrome,120.0.0.0,49048.69999980927,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:35.394Z,,False,False,False,False,458.0,365.0,
zoom,Page,2024-01-20T11:04:33.991Z,,,Chrome,120.0.0.0,48915.7999997139,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:34.764Z,,False,False,False,False,458.0,365.0,
scroll,Page,2024-01-20T11:04:32.996Z,,,Chrome,120.0.0.0,47921.59999990463,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:34.764Z,,False,False,False,False,0.0,3244.159912109375,
scroll,Page,2024-01-20T11:04:16.794Z,,,Chrome,120.0.0.0,31719.799999713898,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:04:16.794Z,,False,False,False,False,0.0,3072.639892578125,
scroll,Page,2024-01-20T11:03:48.994Z,,,Chrome,120.0.0.0,3919.7999997138977,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:48.994Z,,False,False,False,False,0.0,2864.639892578125,
scroll,Page,2024-01-20T11:03:48.848Z,,,Chrome,120.0.0.0,3773.89999961853,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:48.994Z,,False,False,False,False,0.0,2865.280029296875,
scroll,Page,2024-01-20T11:03:48.783Z,,,Chrome,120.0.0.0,3708.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:48.994Z,,False,False,False,False,0.0,2865.919921875,
mousemove,Page,2024-01-20T11:03:45.831Z,,,Chrome,120.0.0.0,756.8999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:48.848Z,,False,False,False,False,458.0,365.0,
