Action,Target,Timestamp,x_Coordinates,y_Coordinates,browser,browserVersion,microtime,scrnwidth,scrnheight,ipAddress,inputValue,url,starttime,endtime,ctrl,alt,shift,meta,X,Y,scrnheigthipAddress
scroll,Page,2024-01-20T11:03:45.165Z,,,Chrome,120.0.0.0,90.59999990463255,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:45.831Z,,False,False,False,False,0.0,1956.47998046875,
session_end,Page,2024-01-20T11:03:39.351Z,,,Chrome,120.0.0.0,4916.300000190735,1536,864.0,,,,2024-01-20T11:03:38.954Z,2024-01-20T16:33:39.351Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:03:36.997Z,,,Chrome,120.0.0.0,2562.599999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:38.040Z,,False,False,False,False,0.0,1539.199951171875,
mousemove,Page,2024-01-20T11:03:36.590Z,,,Chrome,120.0.0.0,2155.4000000953674,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:37.548Z,,False,False,False,False,453.0,523.0,
zoom,Page,2024-01-20T11:03:35.985Z,,,Chrome,120.0.0.0,1550.6999998092651,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:36.590Z,,False,False,False,False,401.0,379.0,
zoom,Page,2024-01-20T11:03:35.600Z,,,Chrome,120.0.0.0,1164.8000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:35.985Z,,False,False,False,False,401.0,379.0,
scroll,Page,2024-01-20T11:03:35.376Z,,,Chrome,120.0.0.0,941.8000001907347,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:35.985Z,,False,False,False,False,0.0,801.280029296875,
mousemove,Page,2024-01-20T11:03:34.821Z,,,Chrome,120.0.0.0,386.19999980926514,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:34.821Z,,False,False,False,False,401.0,379.0,
scroll,Page,2024-01-20T11:03:34.524Z,,,Chrome,120.0.0.0,89.80000019073486,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:34.821Z,,False,False,False,False,0.0,194.5599975585937,
mousemove,Page,2024-01-20T11:03:04.139Z,,,Chrome,120.0.0.0,5639.599999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:04.139Z,,False,False,False,False,971.0,34.0,
session_end,Page,2024-01-20T11:03:32.563Z,,,Chrome,120.0.0.0,2606.8999996185303,1536,864.0,,,,2024-01-20T11:03:32.171Z,2024-01-20T16:33:32.563Z,False,False,False,False,,,
mousemove,Page,2024-01-20T11:03:04.139Z,,,Chrome,120.0.0.0,5639.599999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:04.139Z,,False,False,False,False,971.0,34.0,
mousemove,Page,2024-01-20T11:03:03.815Z,,,Chrome,120.0.0.0,5315.799999713898,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:03:04.139Z,,False,False,False,False,636.0,304.0,
mousemove,Page,2024-01-20T11:03:00.905Z,,,Chrome,120.0.0.0,2406.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:03:00.905Z,,False,False,False,False,134.0,3.0,
zoom,Page,2024-01-20T11:03:00.637Z,,,Chrome,120.0.0.0,2138.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:03:00.905Z,,False,False,False,False,503.0,290.0,
zoom,flex-item,2024-01-20T11:03:00.088Z,,,Chrome,120.0.0.0,1588.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:03:00.905Z,,False,False,False,False,503.0,290.0,
mousemove,flex-item,2024-01-20T11:02:59.220Z,,,Chrome,120.0.0.0,720.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:59.220Z,,False,False,False,False,503.0,290.0,
scroll,Page,2024-01-20T11:02:58.604Z,,,Chrome,120.0.0.0,105.0,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:58.604Z,,False,False,False,False,0.0,1155.199951171875,
session_end,Page,2024-01-20T11:02:55.766Z,,,Chrome,120.0.0.0,3109.8999996185303,1536,864.0,,,,2024-01-20T11:02:55.359Z,2024-01-20T16:32:55.766Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:02:54.193Z,,,Chrome,120.0.0.0,1537.2999997138977,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:55.359Z,,False,False,False,False,0.0,1180.800048828125,
mousemove,Page,2024-01-20T11:02:53.424Z,,,Chrome,120.0.0.0,768.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:54.950Z,,False,False,False,False,311.0,267.0,
click,Page,2024-01-20T11:02:35.118Z,,,Chrome,120.0.0.0,1814.8000001907349,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:35.118Z,,False,False,False,False,675.0,133.0,
mousemove,Page,2024-01-20T11:02:34.680Z,,,Chrome,120.0.0.0,1377.4000000953674,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:35.118Z,,False,False,False,False,675.0,133.0,
session_end,Page,2024-01-20T11:02:35.058Z,,,Chrome,120.0.0.0,1754.9000000953674,1536,864.0,,,,2024-01-20T11:02:34.680Z,2024-01-20T16:32:35.058Z,False,False,False,False,,,
mousemove,Page,2024-01-20T11:02:34.603Z,,,Chrome,120.0.0.0,1300.0999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:34.680Z,,False,False,False,False,676.0,133.0,
mousemove,Page,2024-01-20T11:02:34.322Z,,,Chrome,120.0.0.0,1019.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:34.603Z,,False,False,False,False,679.0,135.0,
mousemove,Page,2024-01-20T11:02:33.967Z,,,Chrome,120.0.0.0,664.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:33.967Z,,False,False,False,False,590.0,64.0,
session_end,Page,2024-01-20T11:02:30.614Z,,,Chrome,120.0.0.0,14208.5,1536,864.0,,,,2024-01-20T11:02:30.093Z,2024-01-20T16:32:30.614Z,False,False,False,False,,,
mousemove,adminLoginBtn,2024-01-20T11:02:30.093Z,,,Chrome,120.0.0.0,13687.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:30.093Z,,False,False,False,False,746.0,126.0,
mousemove,Page,2024-01-20T11:02:29.815Z,,,Chrome,120.0.0.0,13409.299999713898,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:30.093Z,,False,False,False,False,741.0,114.0,
mousemove,Page,2024-01-20T11:02:29.597Z,,,Chrome,120.0.0.0,13191.699999809263,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:29.815Z,,False,False,False,False,763.0,146.0,
click,Page,2024-01-20T11:02:28.707Z,,,Chrome,120.0.0.0,12301.199999809263,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:28.707Z,,False,False,False,False,425.0,136.0,
mousemove,Page,2024-01-20T11:02:28.224Z,,,Chrome,120.0.0.0,11818.799999713898,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:28.224Z,,False,False,False,False,426.0,136.0,
click,Page,2024-01-20T11:02:26.275Z,,,Chrome,120.0.0.0,9869.5,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:26.275Z,,False,False,False,False,502.0,123.0,
mousemove,Page,2024-01-20T11:02:25.775Z,,,Chrome,120.0.0.0,9369.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:26.275Z,,False,False,False,False,502.0,123.0,
mousemove,Page,2024-01-20T11:02:25.665Z,,,Chrome,120.0.0.0,9259.39999961853,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:25.775Z,,False,False,False,False,503.0,122.0,
click,Page,2024-01-20T11:02:24.810Z,,,Chrome,120.0.0.0,8404.799999713898,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:24.810Z,,False,False,False,False,580.0,121.0,
mousemove,Page,2024-01-20T11:02:24.296Z,,,Chrome,120.0.0.0,7890.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:24.296Z,,False,False,False,False,580.0,121.0,
mousemove,Page,2024-01-20T11:02:24.095Z,,,Chrome,120.0.0.0,7689.699999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:24.296Z,,False,False,False,False,579.0,117.0,
click,Page,2024-01-20T11:02:22.505Z,,,Chrome,120.0.0.0,6099.39999961853,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:22.505Z,,False,False,False,False,580.0,137.0,
click,Page,2024-01-20T11:02:20.715Z,,,Chrome,120.0.0.0,4309.699999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/#,2024-01-20T11:02:20.715Z,,False,False,False,False,580.0,137.0,
mousemove,Page,2024-01-20T11:02:20.248Z,,,Chrome,120.0.0.0,3842.89999961853,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:20.715Z,,False,False,False,False,580.0,137.0,
mousemove,Page,2024-01-20T11:02:19.858Z,,,Chrome,120.0.0.0,3452.099999904633,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:20.715Z,,False,False,False,False,568.0,92.0,
zoom,Page,2024-01-20T11:02:19.156Z,,,Chrome,120.0.0.0,2750.3999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:20.248Z,,False,False,False,False,784.0,400.0,
mousemove,Page,2024-01-20T11:02:18.269Z,,,Chrome,120.0.0.0,1863.199999809265,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:20.248Z,,False,False,False,False,784.0,400.0,
mousemove,Page,2024-01-20T11:02:18.084Z,,,Chrome,120.0.0.0,1678.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:18.269Z,,False,False,False,False,743.0,140.0,
mousemove,Page,2024-01-20T11:02:18.033Z,,,Chrome,120.0.0.0,1627.7999997138977,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:18.269Z,,False,False,False,False,744.0,140.0,
scroll,Page,2024-01-20T11:02:17.762Z,,,Chrome,120.0.0.0,1356.5999999046326,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:18.269Z,,False,False,False,False,0.0,248.32000732421875,
mousemove,flex-container,2024-01-20T11:02:17.024Z,,,Chrome,120.0.0.0,618.8999996185303,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:18.084Z,,False,False,False,False,661.0,259.0,
session_end,Page,2024-01-20T11:02:16.405Z,,,Chrome,120.0.0.0,38669.2999997139,1536,864.0,,,,2024-01-20T11:02:15.671Z,2024-01-20T16:32:16.405Z,False,False,False,False,,,
scroll,Page,2024-01-20T11:02:16.513Z,,,Chrome,120.0.0.0,107.09999990463255,1536,864.0,182.69.182.165,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:02:16.513Z,,False,False,False,False,0.0,460.1600036621094,
mousemove,Page,2024-01-20T11:02:15.671Z,,,Chrome,120.0.0.0,37934.89999961853,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:15.671Z,,False,False,False,False,0.0,7.0,
mousemove,Page,2024-01-20T11:02:15.537Z,,,Chrome,120.0.0.0,37800.89999961853,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:15.671Z,,False,False,False,False,0.0,49.0,
mousemove,Page,2024-01-20T11:02:14.940Z,,,Chrome,120.0.0.0,37203.89999961853,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:15.671Z,,False,False,False,False,318.0,10.0,
mousemove,Page,2024-01-20T11:02:14.364Z,,,Chrome,120.0.0.0,36628.2999997139,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:14.940Z,,False,False,False,False,1120.0,510.0,
mousemove,Page,2024-01-20T11:02:14.180Z,,,Chrome,120.0.0.0,36444.0,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:14.940Z,,False,False,False,False,1121.0,580.0,
mousemove,Page,2024-01-20T11:02:01.490Z,,,Chrome,120.0.0.0,23754.39999961853,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:01.490Z,,False,False,False,False,1143.0,576.0,
mousemove,Page,2024-01-20T11:02:01.120Z,,,Chrome,120.0.0.0,23384.0,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:01.490Z,,False,False,False,False,1171.0,491.0,
mousemove,Page,2024-01-20T11:02:00.666Z,,,Chrome,120.0.0.0,22929.59999990464,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:01.120Z,,False,False,False,False,1140.0,257.0,
mousemove,Page,2024-01-20T11:02:00.213Z,,,Chrome,120.0.0.0,22477.39999961853,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:02:01.120Z,,False,False,False,False,532.0,162.0,
click,search_btn,2024-01-20T11:01:52.375Z,,,Chrome,120.0.0.0,14638.799999713898,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:01:52.375Z,,False,False,False,False,212.0,88.0,
click,search_btn,2024-01-20T11:01:50.598Z,,,Chrome,120.0.0.0,12862.0,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:01:50.598Z,,False,False,False,False,212.0,88.0,
mousemove,search_btn,2024-01-20T11:01:50.128Z,,,Chrome,120.0.0.0,12392.199999809263,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:01:50.128Z,,False,False,False,False,212.0,88.0,
mousemove,search_btn,2024-01-20T11:01:49.889Z,,,Chrome,120.0.0.0,12152.599999904633,1536,864.0,182.69.182.165,"('nanded',)",http://127.0.0.1:5000/map,2024-01-20T11:01:50.128Z,,False,False,False,False,209.0,87.0,
click,search_input,2024-01-20T11:01:46.768Z,,,Chrome,120.0.0.0,9032.299999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:46.768Z,,False,False,False,False,167.0,88.0,
mousemove,search_input,2024-01-20T11:01:46.228Z,,,Chrome,120.0.0.0,8491.799999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:46.768Z,,False,False,False,False,167.0,88.0,
mousemove,search_input,2024-01-20T11:01:46.090Z,,,Chrome,120.0.0.0,8353.599999904633,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:46.228Z,,False,False,False,False,169.0,85.0,
mousemove,search_input,2024-01-20T11:01:45.917Z,,,Chrome,120.0.0.0,8181.39999961853,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:46.228Z,,False,False,False,False,170.0,84.0,
mousemove,search_btn,2024-01-20T11:01:45.661Z,,,Chrome,120.0.0.0,7924.89999961853,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:45.917Z,,False,False,False,False,186.0,81.0,
mousemove,Page,2024-01-20T11:01:44.748Z,,,Chrome,120.0.0.0,7012.099999904633,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:44.748Z,,False,False,False,False,152.0,2.0,
mousemove,Page,2024-01-20T11:01:43.833Z,,,Chrome,120.0.0.0,6096.89999961853,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:44.748Z,,False,False,False,False,274.0,148.0,
mousemove,Page,2024-01-20T11:01:43.501Z,,,Chrome,120.0.0.0,5765.199999809265,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:43.833Z,,False,False,False,False,730.0,497.0,
mousemove,Page,2024-01-20T11:01:43.437Z,,,Chrome,120.0.0.0,5701.299999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:43.833Z,,False,False,False,False,729.0,497.0,
mousemove,Page,2024-01-20T11:01:43.263Z,,,Chrome,120.0.0.0,5527.39999961853,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:43.833Z,,False,False,False,False,723.0,496.0,
mousemove,Page,2024-01-20T11:01:42.500Z,,,Chrome,120.0.0.0,4763.799999713898,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:43.501Z,,False,False,False,False,635.0,425.0,
mousemove,Page,2024-01-20T11:01:39.132Z,,,Chrome,120.0.0.0,1396.6999998092651,1536,864.0,182.69.182.165,"('',)",http://127.0.0.1:5000/map,2024-01-20T11:01:39.133Z,,False,False,False,False,284.0,288.0,
session_end,Page,2024-01-20T11:01:37.734Z,,,Chrome,120.0.0.0,2442.8999996185303,1536,864.0,,,,2024-01-20T11:01:37.647Z,2024-01-20T16:31:37.734Z,False,False,False,False,,,
mousemove,Page,2024-01-20T11:01:36.252Z,,,Chrome,120.0.0.0,960.6999998092653,1536,864.0,Unknown,"(None,)",http://127.0.0.1:5000/,2024-01-20T11:01:37.787Z,,False,False,False,False,648.0,414.0,
